"Route","Departing_Port","Arriving_Port","Airline","Month","Sectors_Scheduled","Sectors_Flown","Cancellations","Departures_On_Time","Arrivals_On_Time","Departures_Delayed","Arrivals_Delayed","Year","Month_Num","Departing_Latitude","Departing_Longitude","Arriving_Latitude","Arriving_Longitude"
"Adelaide-Brisbane","Adelaide","Brisbane","QantasLink","Mar-24",158,156,2,128,134,28,22,2024,3,-34.945,138.5306,-27.3842,153.1175
"Adelaide-Canberra","Adelaide","Canberra","QantasLink","Mar-24",87,87,0,81,81,6,6,2024,3,-34.945,138.5306,-35.3069,149.195
"Adelaide-Melbourne","Adelaide","Melbourne","QantasLink","Mar-24",13,12,1,9,10,3,2,2024,3,-34.945,138.5306,-37.669,144.841
"Brisbane-Adelaide","Brisbane","Adelaide","QantasLink","Mar-24",160,158,2,127,129,31,29,2024,3,-27.3842,153.1175,-34.945,138.5306
"Brisbane-Cairns","Brisbane","Cairns","QantasLink","Mar-24",123,121,2,78,88,43,33,2024,3,-27.3842,153.1175,-16.8858,145.7553
"Brisbane-Canberra","Brisbane","Canberra","QantasLink","Mar-24",162,161,1,139,135,22,26,2024,3,-27.3842,153.1175,-35.3069,149.195
"Cairns-Brisbane","Cairns","Brisbane","QantasLink","Mar-24",121,119,2,78,72,41,47,2024,3,-16.8858,145.7553,-27.3842,153.1175
"Canberra-Adelaide","Canberra","Adelaide","QantasLink","Mar-24",87,87,0,77,78,10,9,2024,3,-35.3069,149.195,-34.945,138.5306
"Canberra-Brisbane","Canberra","Brisbane","QantasLink","Mar-24",162,160,2,144,142,16,18,2024,3,-35.3069,149.195,-27.3842,153.1175
"Canberra-Melbourne","Canberra","Melbourne","QantasLink","Mar-24",204,202,2,138,120,64,82,2024,3,-35.3069,149.195,-37.669,144.841
"Canberra-Sydney","Canberra","Sydney","QantasLink","Mar-24",401,391,10,285,272,106,119,2024,3,-35.3069,149.195,-33.9399,151.1753
"Darwin-Perth","Darwin","Perth","QantasLink","Mar-24",32,27,5,13,14,14,13,2024,3,-12.4147,130.8767,-31.9403,115.9676
"Melbourne-Adelaide","Melbourne","Adelaide","QantasLink","Mar-24",13,12,1,9,9,3,3,2024,3,-37.669,144.841,-34.945,138.5306
"Melbourne-Canberra","Melbourne","Canberra","QantasLink","Mar-24",207,205,2,167,152,38,53,2024,3,-37.669,144.841,-35.3069,149.195
"Perth-Darwin","Perth","Darwin","QantasLink","Mar-24",32,27,5,18,16,9,11,2024,3,-31.9403,115.9676,-12.4147,130.8767
"Sydney-Canberra","Sydney","Canberra","QantasLink","Mar-24",401,396,5,288,288,108,108,2024,3,-33.9399,151.1753,-35.3069,149.195
"Adelaide-Melbourne","Adelaide","Melbourne","Rex Airlines","Mar-24",57,57,0,45,44,12,13,2024,3,-34.945,138.5306,-37.669,144.841
"Brisbane-Melbourne","Brisbane","Melbourne","Rex Airlines","Mar-24",57,57,0,44,49,13,8,2024,3,-27.3842,153.1175,-37.669,144.841
"Brisbane-Sydney","Brisbane","Sydney","Rex Airlines","Mar-24",146,146,0,121,125,25,21,2024,3,-27.3842,153.1175,-33.9399,151.1753
"Canberra-Melbourne","Canberra","Melbourne","Rex Airlines","Mar-24",31,31,0,26,23,5,8,2024,3,-35.3069,149.195,-37.669,144.841
"Gold Coast-Melbourne","Gold Coast","Melbourne","Rex Airlines","Mar-24",31,31,0,23,25,8,6,2024,3,-28.1644,153.5051,-37.669,144.841
"Gold Coast-Sydney","Gold Coast","Sydney","Rex Airlines","Mar-24",31,31,0,29,29,2,2,2024,3,-28.1644,153.5051,-33.9399,151.1753
"Melbourne-Adelaide","Melbourne","Adelaide","Rex Airlines","Mar-24",57,57,0,50,51,7,6,2024,3,-37.669,144.841,-34.945,138.5306
"Melbourne-Brisbane","Melbourne","Brisbane","Rex Airlines","Mar-24",57,57,0,47,43,10,14,2024,3,-37.669,144.841,-27.3842,153.1175
"Melbourne-Canberra","Melbourne","Canberra","Rex Airlines","Mar-24",31,31,0,30,27,1,4,2024,3,-37.669,144.841,-35.3069,149.195
"Melbourne-Gold Coast","Melbourne","Gold Coast","Rex Airlines","Mar-24",31,31,0,29,26,2,5,2024,3,-37.669,144.841,-28.1644,153.5051
"Melbourne-Sydney","Melbourne","Sydney","Rex Airlines","Mar-24",205,204,1,173,168,31,36,2024,3,-37.669,144.841,-33.9399,151.1753
"Sydney-Brisbane","Sydney","Brisbane","Rex Airlines","Mar-24",146,146,0,125,120,21,26,2024,3,-33.9399,151.1753,-27.3842,153.1175
"Sydney-Gold Coast","Sydney","Gold Coast","Rex Airlines","Mar-24",31,31,0,29,29,2,2,2024,3,-33.9399,151.1753,-28.1644,153.5051
"Sydney-Melbourne","Sydney","Melbourne","Rex Airlines","Mar-24",205,204,1,168,163,36,41,2024,3,-33.9399,151.1753,-37.669,144.841
"Sydney-Adelaide","Sydney","Adelaide","Rex Airlines","Mar-24",31,31,0,22,25,9,6,2024,3,-33.9399,151.1753,-34.945,138.5306
"Adelaide-Sydney","Adelaide","Sydney","Rex Airlines","Mar-24",31,31,0,21,22,10,9,2024,3,-34.945,138.5306,-33.9399,151.1753
"Brisbane-Cairns","Brisbane","Cairns","Rex Airlines","Mar-24",8,7,1,7,6,0,1,2024,3,-27.3842,153.1175,-16.8858,145.7553
"Cairns-Brisbane","Cairns","Brisbane","Rex Airlines","Mar-24",8,6,2,6,6,0,0,2024,3,-16.8858,145.7553,-27.3842,153.1175
"Adelaide-Brisbane","Adelaide","Brisbane","Virgin Australia","Mar-24",135,131,4,120,122,11,9,2024,3,-34.945,138.5306,-27.3842,153.1175
"Adelaide-Canberra","Adelaide","Canberra","Virgin Australia","Mar-24",16,16,0,14,13,2,3,2024,3,-34.945,138.5306,-35.3069,149.195
"Adelaide-Gold Coast","Adelaide","Gold Coast","Virgin Australia","Mar-24",32,32,0,27,28,5,4,2024,3,-34.945,138.5306,-28.1644,153.5051
"Adelaide-Melbourne","Adelaide","Melbourne","Virgin Australia","Mar-24",273,271,2,194,205,77,66,2024,3,-34.945,138.5306,-37.669,144.841
"Adelaide-Perth","Adelaide","Perth","Virgin Australia","Mar-24",34,32,2,15,15,17,17,2024,3,-34.945,138.5306,-31.9403,115.9676
"Adelaide-Sydney","Adelaide","Sydney","Virgin Australia","Mar-24",175,169,6,137,139,32,30,2024,3,-34.945,138.5306,-33.9399,151.1753
"Brisbane-Adelaide","Brisbane","Adelaide","Virgin Australia","Mar-24",134,130,4,110,111,20,19,2024,3,-27.3842,153.1175,-34.945,138.5306
"Brisbane-Cairns","Brisbane","Cairns","Virgin Australia","Mar-24",143,143,0,103,99,40,44,2024,3,-27.3842,153.1175,-16.8858,145.7553
"Brisbane-Canberra","Brisbane","Canberra","Virgin Australia","Mar-24",110,107,3,78,75,29,32,2024,3,-27.3842,153.1175,-35.3069,149.195
"Brisbane-Darwin","Brisbane","Darwin","Virgin Australia","Mar-24",30,29,1,19,24,10,5,2024,3,-27.3842,153.1175,-12.4147,130.8767
"Brisbane-Melbourne","Brisbane","Melbourne","Virgin Australia","Mar-24",403,393,10,281,259,112,134,2024,3,-27.3842,153.1175,-37.669,144.841
"Brisbane-Perth","Brisbane","Perth","Virgin Australia","Mar-24",121,117,4,79,92,38,25,2024,3,-27.3842,153.1175,-31.9403,115.9676
"Brisbane-Sydney","Brisbane","Sydney","Virgin Australia","Mar-24",477,443,34,335,331,108,112,2024,3,-27.3842,153.1175,-33.9399,151.1753
"Cairns-Brisbane","Cairns","Brisbane","Virgin Australia","Mar-24",143,142,1,84,104,58,38,2024,3,-16.8858,145.7553,-27.3842,153.1175
"Cairns-Melbourne","Cairns","Melbourne","Virgin Australia","Mar-24",62,61,1,45,42,16,19,2024,3,-16.8858,145.7553,-37.669,144.841
"Cairns-Sydney","Cairns","Sydney","Virgin Australia","Mar-24",67,67,0,50,50,17,17,2024,3,-16.8858,145.7553,-33.9399,151.1753
"Canberra-Adelaide","Canberra","Adelaide","Virgin Australia","Mar-24",16,16,0,13,14,3,2,2024,3,-35.3069,149.195,-34.945,138.5306
"Canberra-Brisbane","Canberra","Brisbane","Virgin Australia","Mar-24",110,107,3,76,70,31,37,2024,3,-35.3069,149.195,-27.3842,153.1175
"Canberra-Gold Coast","Canberra","Gold Coast","Virgin Australia","Mar-24",29,29,0,23,23,6,6,2024,3,-35.3069,149.195,-28.1644,153.5051
"Canberra-Melbourne","Canberra","Melbourne","Virgin Australia","Mar-24",124,124,0,88,84,36,40,2024,3,-35.3069,149.195,-37.669,144.841
"Canberra-Sydney","Canberra","Sydney","Virgin Australia","Mar-24",247,245,2,228,225,17,20,2024,3,-35.3069,149.195,-33.9399,151.1753
"Darwin-Brisbane","Darwin","Brisbane","Virgin Australia","Mar-24",30,29,1,22,21,7,8,2024,3,-12.4147,130.8767,-27.3842,153.1175
"Darwin-Melbourne","Darwin","Melbourne","Virgin Australia","Mar-24",22,22,0,9,12,13,10,2024,3,-12.4147,130.8767,-37.669,144.841
"Darwin-Perth","Darwin","Perth","Virgin Australia","Mar-24",5,5,0,2,2,3,3,2024,3,-12.4147,130.8767,-31.9403,115.9676
"Gold Coast-Adelaide","Gold Coast","Adelaide","Virgin Australia","Mar-24",32,32,0,21,20,11,12,2024,3,-28.1644,153.5051,-34.945,138.5306
"Gold Coast-Canberra","Gold Coast","Canberra","Virgin Australia","Mar-24",29,29,0,17,17,12,12,2024,3,-28.1644,153.5051,-35.3069,149.195
"Gold Coast-Melbourne","Gold Coast","Melbourne","Virgin Australia","Mar-24",253,250,3,172,172,78,78,2024,3,-28.1644,153.5051,-37.669,144.841
"Gold Coast-Sydney","Gold Coast","Sydney","Virgin Australia","Mar-24",294,289,5,209,225,80,64,2024,3,-28.1644,153.5051,-33.9399,151.1753
"Melbourne-Adelaide","Melbourne","Adelaide","Virgin Australia","Mar-24",274,272,2,213,181,59,91,2024,3,-37.669,144.841,-34.945,138.5306
"Melbourne-Brisbane","Melbourne","Brisbane","Virgin Australia","Mar-24",403,389,14,299,296,90,93,2024,3,-37.669,144.841,-27.3842,153.1175
"Melbourne-Cairns","Melbourne","Cairns","Virgin Australia","Mar-24",62,61,1,41,47,20,14,2024,3,-37.669,144.841,-16.8858,145.7553
"Melbourne-Canberra","Melbourne","Canberra","Virgin Australia","Mar-24",124,124,0,100,94,24,30,2024,3,-37.669,144.841,-35.3069,149.195
"Melbourne-Darwin","Melbourne","Darwin","Virgin Australia","Mar-24",22,22,0,14,13,8,9,2024,3,-37.669,144.841,-12.4147,130.8767
"Melbourne-Gold Coast","Melbourne","Gold Coast","Virgin Australia","Mar-24",253,250,3,186,180,64,70,2024,3,-37.669,144.841,-28.1644,153.5051
"Melbourne-Perth","Melbourne","Perth","Virgin Australia","Mar-24",217,214,3,149,162,65,52,2024,3,-37.669,144.841,-31.9403,115.9676
"Melbourne-Sydney","Melbourne","Sydney","Virgin Australia","Mar-24",793,734,59,625,580,109,154,2024,3,-37.669,144.841,-33.9399,151.1753
"Perth-Adelaide","Perth","Adelaide","Virgin Australia","Mar-24",34,32,2,22,19,10,13,2024,3,-31.9403,115.9676,-34.945,138.5306
"Perth-Brisbane","Perth","Brisbane","Virgin Australia","Mar-24",122,121,1,90,100,31,21,2024,3,-31.9403,115.9676,-27.3842,153.1175
"Perth-Darwin","Perth","Darwin","Virgin Australia","Mar-24",5,5,0,3,2,2,3,2024,3,-31.9403,115.9676,-12.4147,130.8767
"Perth-Melbourne","Perth","Melbourne","Virgin Australia","Mar-24",231,228,3,174,172,54,56,2024,3,-31.9403,115.9676,-37.669,144.841
"Perth-Sydney","Perth","Sydney","Virgin Australia","Mar-24",141,138,3,103,112,35,26,2024,3,-31.9403,115.9676,-33.9399,151.1753
"Sydney-Adelaide","Sydney","Adelaide","Virgin Australia","Mar-24",175,170,5,138,142,32,28,2024,3,-33.9399,151.1753,-34.945,138.5306
"Sydney-Brisbane","Sydney","Brisbane","Virgin Australia","Mar-24",472,441,31,376,374,65,67,2024,3,-33.9399,151.1753,-27.3842,153.1175
"Sydney-Cairns","Sydney","Cairns","Virgin Australia","Mar-24",67,67,0,56,58,11,9,2024,3,-33.9399,151.1753,-16.8858,145.7553
"Sydney-Canberra","Sydney","Canberra","Virgin Australia","Mar-24",247,245,2,225,232,20,13,2024,3,-33.9399,151.1753,-35.3069,149.195
"Sydney-Gold Coast","Sydney","Gold Coast","Virgin Australia","Mar-24",294,290,4,233,228,57,62,2024,3,-33.9399,151.1753,-28.1644,153.5051
"Sydney-Melbourne","Sydney","Melbourne","Virgin Australia","Mar-24",782,720,62,576,565,144,155,2024,3,-33.9399,151.1753,-37.669,144.841
"Sydney-Perth","Sydney","Perth","Virgin Australia","Mar-24",156,154,2,114,118,40,36,2024,3,-33.9399,151.1753,-31.9403,115.9676
"Adelaide-Perth","Adelaide","Perth","Virgin Australia Regional Airlines","Mar-24",38,36,2,11,15,25,21,2024,3,-34.945,138.5306,-31.9403,115.9676
"Darwin-Perth","Darwin","Perth","Virgin Australia Regional Airlines","Mar-24",17,17,0,7,9,10,8,2024,3,-12.4147,130.8767,-31.9403,115.9676
"Perth-Adelaide","Perth","Adelaide","Virgin Australia Regional Airlines","Mar-24",38,36,2,23,21,13,15,2024,3,-31.9403,115.9676,-34.945,138.5306
"Perth-Darwin","Perth","Darwin","Virgin Australia Regional Airlines","Mar-24",17,17,0,10,11,7,6,2024,3,-31.9403,115.9676,-12.4147,130.8767
"Adelaide-Brisbane","Adelaide","Brisbane","Jetstar","Apr-24",34,34,0,33,31,1,3,2024,4,-34.945,138.5306,-27.3842,153.1175
"Adelaide-Gold Coast","Adelaide","Gold Coast","Jetstar","Apr-24",29,28,1,23,19,5,9,2024,4,-34.945,138.5306,-28.1644,153.5051
"Adelaide-Melbourne","Adelaide","Melbourne","Jetstar","Apr-24",115,112,3,80,78,32,34,2024,4,-34.945,138.5306,-37.669,144.841
"Adelaide-Perth","Adelaide","Perth","Jetstar","Apr-24",30,30,0,26,26,4,4,2024,4,-34.945,138.5306,-31.9403,115.9676
"Adelaide-Sydney","Adelaide","Sydney","Jetstar","Apr-24",151,142,9,107,102,35,40,2024,4,-34.945,138.5306,-33.9399,151.1753
"Brisbane-Adelaide","Brisbane","Adelaide","Jetstar","Apr-24",35,35,0,27,32,8,3,2024,4,-27.3842,153.1175,-34.945,138.5306
"Brisbane-Cairns","Brisbane","Cairns","Jetstar","Apr-24",102,102,0,79,83,23,19,2024,4,-27.3842,153.1175,-16.8858,145.7553
"Brisbane-Canberra","Brisbane","Canberra","Jetstar","Apr-24",30,30,0,24,25,6,5,2024,4,-27.3842,153.1175,-35.3069,149.195
"Brisbane-Darwin","Brisbane","Darwin","Jetstar","Apr-24",25,25,0,23,22,2,3,2024,4,-27.3842,153.1175,-12.4147,130.8767
"Brisbane-Melbourne","Brisbane","Melbourne","Jetstar","Apr-24",236,232,4,152,177,80,55,2024,4,-27.3842,153.1175,-37.669,144.841
"Brisbane-Perth","Brisbane","Perth","Jetstar","Apr-24",29,28,1,14,21,14,7,2024,4,-27.3842,153.1175,-31.9403,115.9676
"Brisbane-Sydney","Brisbane","Sydney","Jetstar","Apr-24",202,189,13,137,142,52,47,2024,4,-27.3842,153.1175,-33.9399,151.1753
"Cairns-Brisbane","Cairns","Brisbane","Jetstar","Apr-24",103,103,0,84,86,19,17,2024,4,-16.8858,145.7553,-27.3842,153.1175
"Cairns-Melbourne","Cairns","Melbourne","Jetstar","Apr-24",117,117,0,78,88,39,29,2024,4,-16.8858,145.7553,-37.669,144.841
"Cairns-Sydney","Cairns","Sydney","Jetstar","Apr-24",115,114,1,93,100,21,14,2024,4,-16.8858,145.7553,-33.9399,151.1753
"Canberra-Brisbane","Canberra","Brisbane","Jetstar","Apr-24",30,30,0,22,22,8,8,2024,4,-35.3069,149.195,-27.3842,153.1175
"Canberra-Gold Coast","Canberra","Gold Coast","Jetstar","Apr-24",25,25,0,22,22,3,3,2024,4,-35.3069,149.195,-28.1644,153.5051
"Canberra-Melbourne","Canberra","Melbourne","Jetstar","Apr-24",29,29,0,15,17,14,12,2024,4,-35.3069,149.195,-37.669,144.841
"Darwin-Brisbane","Darwin","Brisbane","Jetstar","Apr-24",26,26,0,23,24,3,2,2024,4,-12.4147,130.8767,-27.3842,153.1175
"Darwin-Melbourne","Darwin","Melbourne","Jetstar","Apr-24",31,29,2,15,17,14,12,2024,4,-12.4147,130.8767,-37.669,144.841
"Gold Coast-Adelaide","Gold Coast","Adelaide","Jetstar","Apr-24",29,28,1,21,23,7,5,2024,4,-28.1644,153.5051,-34.945,138.5306
"Gold Coast-Canberra","Gold Coast","Canberra","Jetstar","Apr-24",25,25,0,21,22,4,3,2024,4,-28.1644,153.5051,-35.3069,149.195
"Gold Coast-Melbourne","Gold Coast","Melbourne","Jetstar","Apr-24",240,230,10,166,174,64,56,2024,4,-28.1644,153.5051,-37.669,144.841
"Gold Coast-Sydney","Gold Coast","Sydney","Jetstar","Apr-24",304,296,8,234,240,62,56,2024,4,-28.1644,153.5051,-33.9399,151.1753
"Melbourne-Adelaide","Melbourne","Adelaide","Jetstar","Apr-24",115,112,3,78,85,34,27,2024,4,-37.669,144.841,-34.945,138.5306
"Melbourne-Brisbane","Melbourne","Brisbane","Jetstar","Apr-24",237,233,4,166,155,67,78,2024,4,-37.669,144.841,-27.3842,153.1175
"Melbourne-Cairns","Melbourne","Cairns","Jetstar","Apr-24",116,116,0,80,78,36,38,2024,4,-37.669,144.841,-16.8858,145.7553
"Melbourne-Canberra","Melbourne","Canberra","Jetstar","Apr-24",29,29,0,19,18,10,11,2024,4,-37.669,144.841,-35.3069,149.195
"Melbourne-Darwin","Melbourne","Darwin","Jetstar","Apr-24",30,29,1,19,23,10,6,2024,4,-37.669,144.841,-12.4147,130.8767
"Melbourne-Gold Coast","Melbourne","Gold Coast","Jetstar","Apr-24",239,229,10,158,158,71,71,2024,4,-37.669,144.841,-28.1644,153.5051
"Melbourne-Perth","Melbourne","Perth","Jetstar","Apr-24",88,86,2,58,71,28,15,2024,4,-37.669,144.841,-31.9403,115.9676
"Melbourne-Sydney","Melbourne","Sydney","Jetstar","Apr-24",483,466,17,329,328,137,138,2024,4,-37.669,144.841,-33.9399,151.1753
"Perth-Adelaide","Perth","Adelaide","Jetstar","Apr-24",30,30,0,24,23,6,7,2024,4,-31.9403,115.9676,-34.945,138.5306
"Perth-Brisbane","Perth","Brisbane","Jetstar","Apr-24",31,29,2,13,13,16,16,2024,4,-31.9403,115.9676,-27.3842,153.1175
"Perth-Melbourne","Perth","Melbourne","Jetstar","Apr-24",89,85,4,61,63,24,22,2024,4,-31.9403,115.9676,-37.669,144.841
"Perth-Sydney","Perth","Sydney","Jetstar","Apr-24",59,58,1,44,32,14,26,2024,4,-31.9403,115.9676,-33.9399,151.1753
"Sydney-Adelaide","Sydney","Adelaide","Jetstar","Apr-24",150,142,8,99,110,43,32,2024,4,-33.9399,151.1753,-34.945,138.5306
"Sydney-Brisbane","Sydney","Brisbane","Jetstar","Apr-24",200,188,12,138,141,50,47,2024,4,-33.9399,151.1753,-27.3842,153.1175
"Sydney-Cairns","Sydney","Cairns","Jetstar","Apr-24",117,115,2,90,92,25,23,2024,4,-33.9399,151.1753,-16.8858,145.7553
"Sydney-Gold Coast","Sydney","Gold Coast","Jetstar","Apr-24",302,295,7,221,224,74,71,2024,4,-33.9399,151.1753,-28.1644,153.5051
"Sydney-Melbourne","Sydney","Melbourne","Jetstar","Apr-24",481,463,18,322,343,141,120,2024,4,-33.9399,151.1753,-37.669,144.841
"Sydney-Perth","Sydney","Perth","Jetstar","Apr-24",60,60,0,40,49,20,11,2024,4,-33.9399,151.1753,-31.9403,115.9676
"Adelaide-Melbourne","Adelaide","Melbourne","Qantas","Apr-24",272,266,6,224,228,42,38,2024,4,-34.945,138.5306,-37.669,144.841
"Adelaide-Perth","Adelaide","Perth","Qantas","Apr-24",99,99,0,73,90,26,9,2024,4,-34.945,138.5306,-31.9403,115.9676
"Adelaide-Sydney","Adelaide","Sydney","Qantas","Apr-24",241,237,4,195,174,42,63,2024,4,-34.945,138.5306,-33.9399,151.1753
"Brisbane-Cairns","Brisbane","Cairns","Qantas","Apr-24",101,99,2,87,85,12,14,2024,4,-27.3842,153.1175,-16.8858,145.7553
"Brisbane-Melbourne","Brisbane","Melbourne","Qantas","Apr-24",375,368,7,293,315,75,53,2024,4,-27.3842,153.1175,-37.669,144.841
"Brisbane-Perth","Brisbane","Perth","Qantas","Apr-24",149,147,2,115,131,32,16,2024,4,-27.3842,153.1175,-31.9403,115.9676
"Brisbane-Sydney","Brisbane","Sydney","Qantas","Apr-24",515,499,16,405,403,94,96,2024,4,-27.3842,153.1175,-33.9399,151.1753
"Cairns-Brisbane","Cairns","Brisbane","Qantas","Apr-24",101,99,2,83,86,16,13,2024,4,-16.8858,145.7553,-27.3842,153.1175
"Cairns-Melbourne","Cairns","Melbourne","Qantas","Apr-24",30,30,0,19,25,11,5,2024,4,-16.8858,145.7553,-37.669,144.841
"Cairns-Sydney","Cairns","Sydney","Qantas","Apr-24",48,48,0,33,32,15,16,2024,4,-16.8858,145.7553,-33.9399,151.1753
"Gold Coast-Melbourne","Gold Coast","Melbourne","Qantas","Apr-24",36,36,0,25,32,11,4,2024,4,-28.1644,153.5051,-37.669,144.841
"Gold Coast-Sydney","Gold Coast","Sydney","Qantas","Apr-24",99,99,0,79,81,20,18,2024,4,-28.1644,153.5051,-33.9399,151.1753
"Melbourne-Adelaide","Melbourne","Adelaide","Qantas","Apr-24",272,269,3,219,225,50,44,2024,4,-37.669,144.841,-34.945,138.5306
"Melbourne-Brisbane","Melbourne","Brisbane","Qantas","Apr-24",373,363,10,294,287,69,76,2024,4,-37.669,144.841,-27.3842,153.1175
"Melbourne-Cairns","Melbourne","Cairns","Qantas","Apr-24",30,30,0,23,21,7,9,2024,4,-37.669,144.841,-16.8858,145.7553
"Melbourne-Gold Coast","Melbourne","Gold Coast","Qantas","Apr-24",36,36,0,32,33,4,3,2024,4,-37.669,144.841,-28.1644,153.5051
"Melbourne-Perth","Melbourne","Perth","Qantas","Apr-24",201,198,3,151,161,47,37,2024,4,-37.669,144.841,-31.9403,115.9676
"Melbourne-Sydney","Melbourne","Sydney","Qantas","Apr-24",859,822,37,709,641,113,181,2024,4,-37.669,144.841,-33.9399,151.1753
"Perth-Adelaide","Perth","Adelaide","Qantas","Apr-24",99,99,0,83,64,16,35,2024,4,-31.9403,115.9676,-34.945,138.5306
"Perth-Brisbane","Perth","Brisbane","Qantas","Apr-24",148,147,1,128,93,19,54,2024,4,-31.9403,115.9676,-27.3842,153.1175
"Perth-Melbourne","Perth","Melbourne","Qantas","Apr-24",201,198,3,169,136,29,62,2024,4,-31.9403,115.9676,-37.669,144.841
"Perth-Sydney","Perth","Sydney","Qantas","Apr-24",198,197,1,150,110,47,87,2024,4,-31.9403,115.9676,-33.9399,151.1753
"Sydney-Adelaide","Sydney","Adelaide","Qantas","Apr-24",241,238,3,189,203,49,35,2024,4,-33.9399,151.1753,-34.945,138.5306
"Sydney-Brisbane","Sydney","Brisbane","Qantas","Apr-24",516,501,15,361,352,140,149,2024,4,-33.9399,151.1753,-27.3842,153.1175
"Sydney-Cairns","Sydney","Cairns","Qantas","Apr-24",48,48,0,37,35,11,13,2024,4,-33.9399,151.1753,-16.8858,145.7553
"Sydney-Gold Coast","Sydney","Gold Coast","Qantas","Apr-24",99,99,0,68,74,31,25,2024,4,-33.9399,151.1753,-28.1644,153.5051
"Sydney-Melbourne","Sydney","Melbourne","Qantas","Apr-24",864,821,43,632,652,189,169,2024,4,-33.9399,151.1753,-37.669,144.841
"Sydney-Perth","Sydney","Perth","Qantas","Apr-24",198,198,0,138,175,60,23,2024,4,-33.9399,151.1753,-31.9403,115.9676
"Canberra-Sydney","Canberra","Sydney","Qantas","Apr-24",46,44,2,34,31,10,13,2024,4,-35.3069,149.195,-33.9399,151.1753
"Sydney-Canberra","Sydney","Canberra","Qantas","Apr-24",46,44,2,40,41,4,3,2024,4,-33.9399,151.1753,-35.3069,149.195
"Adelaide-Brisbane","Adelaide","Brisbane","Qantas","Apr-24",6,6,0,6,6,0,0,2024,4,-34.945,138.5306,-27.3842,153.1175
"Brisbane-Adelaide","Brisbane","Adelaide","Qantas","Apr-24",6,6,0,6,6,0,0,2024,4,-27.3842,153.1175,-34.945,138.5306
"Brisbane-Darwin","Brisbane","Darwin","Qantas","Apr-24",8,8,0,5,5,3,3,2024,4,-27.3842,153.1175,-12.4147,130.8767
"Darwin-Brisbane","Darwin","Brisbane","Qantas","Apr-24",8,8,0,6,7,2,1,2024,4,-12.4147,130.8767,-27.3842,153.1175
"Darwin-Melbourne","Darwin","Melbourne","Qantas","Apr-24",30,30,0,23,21,7,9,2024,4,-12.4147,130.8767,-37.669,144.841
"Melbourne-Darwin","Melbourne","Darwin","Qantas","Apr-24",30,30,0,23,26,7,4,2024,4,-37.669,144.841,-12.4147,130.8767
"Adelaide-Gold Coast","Adelaide","Gold Coast","QantasLink","Apr-24",9,9,0,8,8,1,1,2024,4,-34.945,138.5306,-28.1644,153.5051
"Gold Coast-Adelaide","Gold Coast","Adelaide","QantasLink","Apr-24",9,9,0,6,7,3,2,2024,4,-28.1644,153.5051,-34.945,138.5306
"Brisbane-Melbourne","Brisbane","Melbourne","QantasLink","Apr-24",36,22,14,9,7,13,15,2024,4,-27.3842,153.1175,-37.669,144.841
"Melbourne-Brisbane","Melbourne","Brisbane","QantasLink","Apr-24",37,23,14,14,9,9,14,2024,4,-37.669,144.841,-27.3842,153.1175
"Melbourne-Sydney","Melbourne","Sydney","QantasLink","Apr-24",11,9,2,9,8,0,1,2024,4,-37.669,144.841,-33.9399,151.1753
"Sydney-Melbourne","Sydney","Melbourne","QantasLink","Apr-24",11,9,2,7,8,2,1,2024,4,-33.9399,151.1753,-37.669,144.841
"Brisbane-Darwin","Brisbane","Darwin","QantasLink","Apr-24",30,30,0,20,16,10,14,2024,4,-27.3842,153.1175,-12.4147,130.8767
"Darwin-Brisbane","Darwin","Brisbane","QantasLink","Apr-24",30,30,0,13,10,17,20,2024,4,-12.4147,130.8767,-27.3842,153.1175
"Adelaide-Brisbane","Adelaide","Brisbane","QantasLink","Apr-24",150,150,0,132,127,18,23,2024,4,-34.945,138.5306,-27.3842,153.1175
"Adelaide-Canberra","Adelaide","Canberra","QantasLink","Apr-24",81,81,0,73,72,8,9,2024,4,-34.945,138.5306,-35.3069,149.195
"Adelaide-Melbourne","Adelaide","Melbourne","QantasLink","Apr-24",13,13,0,9,9,4,4,2024,4,-34.945,138.5306,-37.669,144.841
"Brisbane-Adelaide","Brisbane","Adelaide","QantasLink","Apr-24",150,150,0,121,134,29,16,2024,4,-27.3842,153.1175,-34.945,138.5306
"Brisbane-Cairns","Brisbane","Cairns","QantasLink","Apr-24",71,71,0,40,40,31,31,2024,4,-27.3842,153.1175,-16.8858,145.7553
"Brisbane-Canberra","Brisbane","Canberra","QantasLink","Apr-24",153,152,1,127,129,25,23,2024,4,-27.3842,153.1175,-35.3069,149.195
"Cairns-Brisbane","Cairns","Brisbane","QantasLink","Apr-24",71,70,1,52,48,18,22,2024,4,-16.8858,145.7553,-27.3842,153.1175
"Canberra-Adelaide","Canberra","Adelaide","QantasLink","Apr-24",82,82,0,71,71,11,11,2024,4,-35.3069,149.195,-34.945,138.5306
"Canberra-Brisbane","Canberra","Brisbane","QantasLink","Apr-24",152,148,4,117,112,31,36,2024,4,-35.3069,149.195,-27.3842,153.1175
"Canberra-Melbourne","Canberra","Melbourne","QantasLink","Apr-24",236,222,14,134,129,88,93,2024,4,-35.3069,149.195,-37.669,144.841
"Canberra-Sydney","Canberra","Sydney","QantasLink","Apr-24",358,344,14,294,266,50,78,2024,4,-35.3069,149.195,-33.9399,151.1753
