Route,Departing_Port,Arriving_Port,Airline,Month,Sectors_Scheduled,Sectors_Flown,Cancellations,Departures_On_Time,Arrivals_On_Time,Departures_Delayed,Arrivals_Delayed,Year,Month_Num,Departing_Latitude,Departing_Longitude,Arriving_Latitude,Arriving_Longitude,Reliability
Perth-Darwin,Perth,Darwin,Virgin Australia,May-21,11,11,0,11,10,0,1,2021,5,-31.9403,115.9676,-12.4147,130.8767,90.9090909090909
Perth-Melbourne,Perth,Melbourne,Virgin Australia,May-21,118,99,19,76,80,23,19,2021,5,-31.9403,115.9676,-37.669,144.841,80.8080808080808
Perth-Sydney,Perth,Sydney,Virgin Australia,May-21,78,76,2,64,71,12,5,2021,5,-31.9403,115.9676,-33.9399,151.1753,93.42105263157895
Sydney-Adelaide,Sydney,Adelaide,Virgin Australia,May-21,127,125,2,110,114,15,11,2021,5,-33.9399,151.1753,-34.945,138.5306,91.2
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,May-21,347,328,19,289,291,39,37,2021,5,-33.9399,151.1753,-27.3842,153.1175,88.71951219512195
Sydney-Cairns,Sydney,Cairns,Virgin Australia,May-21,48,45,3,42,44,3,1,2021,5,-33.9399,151.1753,-16.8858,145.7553,97.77777777777777
Sydney-Gold Coast,Sydney,Gold Coast,Virgin Australia,May-21,238,235,3,202,207,33,28,2021,5,-33.9399,151.1753,-28.1644,153.5051,88.08510638297872
Sydney-Melbourne,Sydney,Melbourne,Virgin Australia,May-21,574,509,65,390,422,119,87,2021,5,-33.9399,151.1753,-37.669,144.841,82.90766208251473
Sydney-Perth,Sydney,Perth,Virgin Australia,May-21,78,76,2,59,64,17,12,2021,5,-33.9399,151.1753,-31.9403,115.9676,84.21052631578947
Adelaide-Perth,Adelaide,Perth,Virgin Australia Regional Airlines,May-21,4,4,0,4,4,0,0,2021,5,-34.945,138.5306,-31.9403,115.9676,100.0
Darwin-Perth,Darwin,Perth,Virgin Australia Regional Airlines,May-21,6,6,0,2,3,4,3,2021,5,-12.4147,130.8767,-31.9403,115.9676,50.0
Perth-Adelaide,Perth,Adelaide,Virgin Australia Regional Airlines,May-21,4,4,0,4,4,0,0,2021,5,-31.9403,115.9676,-34.945,138.5306,100.0
Perth-Darwin,Perth,Darwin,Virgin Australia Regional Airlines,May-21,6,6,0,4,3,2,3,2021,5,-31.9403,115.9676,-12.4147,130.8767,50.0
Adelaide-Brisbane,Adelaide,Brisbane,All Airlines,May-21,235,232,3,201,207,31,25,2021,5,-34.945,138.5306,-27.3842,153.1175,89.22413793103449
Adelaide-Canberra,Adelaide,Canberra,All Airlines,May-21,65,65,0,50,49,15,16,2021,5,-34.945,138.5306,-35.3069,149.195,75.38461538461539
Adelaide-Gold Coast,Adelaide,Gold Coast,All Airlines,May-21,58,58,0,51,53,7,5,2021,5,-34.945,138.5306,-28.1644,153.5051,91.37931034482759
Adelaide-Melbourne,Adelaide,Melbourne,All Airlines,May-21,606,538,68,466,476,72,62,2021,5,-34.945,138.5306,-37.669,144.841,88.47583643122677
Adelaide-Perth,Adelaide,Perth,All Airlines,May-21,156,155,1,140,140,15,15,2021,5,-34.945,138.5306,-31.9403,115.9676,90.32258064516128
Adelaide-Sydney,Adelaide,Sydney,All Airlines,May-21,417,405,12,367,345,38,60,2021,5,-34.945,138.5306,-33.9399,151.1753,85.18518518518519
Brisbane-Adelaide,Brisbane,Adelaide,All Airlines,May-21,235,231,4,184,201,47,30,2021,5,-27.3842,153.1175,-34.945,138.5306,87.01298701298701
Brisbane-Cairns,Brisbane,Cairns,All Airlines,May-21,353,353,0,290,288,63,65,2021,5,-27.3842,153.1175,-16.8858,145.7553,81.58640226628894
Brisbane-Canberra,Brisbane,Canberra,All Airlines,May-21,259,257,2,209,213,48,44,2021,5,-27.3842,153.1175,-35.3069,149.195,82.87937743190662
Brisbane-Darwin,Brisbane,Darwin,All Airlines,May-21,98,97,1,81,71,16,26,2021,5,-27.3842,153.1175,-12.4147,130.8767,73.19587628865979
Brisbane-Melbourne,Brisbane,Melbourne,All Airlines,May-21,747,667,80,527,569,140,98,2021,5,-27.3842,153.1175,-37.669,144.841,85.30734632683658
Brisbane-Perth,Brisbane,Perth,All Airlines,May-21,154,152,2,117,125,35,27,2021,5,-27.3842,153.1175,-31.9403,115.9676,82.23684210526315
Brisbane-Sydney,Brisbane,Sydney,All Airlines,May-21,964,922,42,809,831,113,91,2021,5,-27.3842,153.1175,-33.9399,151.1753,90.13015184381779
Cairns-Brisbane,Cairns,Brisbane,All Airlines,May-21,354,354,0,309,305,45,49,2021,5,-16.8858,145.7553,-27.3842,153.1175,86.15819209039547
Cairns-Melbourne,Cairns,Melbourne,All Airlines,May-21,183,176,7,145,144,31,32,2021,5,-16.8858,145.7553,-37.669,144.841,81.81818181818183
Cairns-Sydney,Cairns,Sydney,All Airlines,May-21,183,175,8,149,150,26,25,2021,5,-16.8858,145.7553,-33.9399,151.1753,85.71428571428571
Canberra-Adelaide,Canberra,Adelaide,All Airlines,May-21,66,66,0,44,50,22,16,2021,5,-35.3069,149.195,-34.945,138.5306,75.75757575757575
Canberra-Brisbane,Canberra,Brisbane,All Airlines,May-21,258,255,3,209,205,46,50,2021,5,-35.3069,149.195,-27.3842,153.1175,80.3921568627451
Canberra-Melbourne,Canberra,Melbourne,All Airlines,May-21,322,297,25,235,227,62,70,2021,5,-35.3069,149.195,-37.669,144.841,76.43097643097643
Canberra-Sydney,Canberra,Sydney,All Airlines,May-21,497,458,39,376,363,82,95,2021,5,-35.3069,149.195,-33.9399,151.1753,79.25764192139738
Darwin-Brisbane,Darwin,Brisbane,All Airlines,May-21,97,96,1,51,63,45,33,2021,5,-12.4147,130.8767,-27.3842,153.1175,65.625
Darwin-Perth,Darwin,Perth,All Airlines,May-21,48,48,0,35,34,13,14,2021,5,-12.4147,130.8767,-31.9403,115.9676,70.83333333333334
Gold Coast-Adelaide,Gold Coast,Adelaide,All Airlines,May-21,58,58,0,48,49,10,9,2021,5,-28.1644,153.5051,-34.945,138.5306,84.48275862068965
Gold Coast-Melbourne,Gold Coast,Melbourne,All Airlines,May-21,556,517,39,416,440,101,77,2021,5,-28.1644,153.5051,-37.669,144.841,85.1063829787234
Gold Coast-Sydney,Gold Coast,Sydney,All Airlines,May-21,651,619,32,536,547,83,72,2021,5,-28.1644,153.5051,-33.9399,151.1753,88.36833602584814
Melbourne-Adelaide,Melbourne,Adelaide,All Airlines,May-21,606,536,70,466,472,70,64,2021,5,-37.669,144.841,-34.945,138.5306,88.05970149253731
Melbourne-Brisbane,Melbourne,Brisbane,All Airlines,May-21,744,672,72,571,561,101,111,2021,5,-37.669,144.841,-27.3842,153.1175,83.48214285714286
Melbourne-Cairns,Melbourne,Cairns,All Airlines,May-21,183,176,7,135,148,41,28,2021,5,-37.669,144.841,-16.8858,145.7553,84.0909090909091
Melbourne-Canberra,Melbourne,Canberra,All Airlines,May-21,323,302,21,227,224,75,78,2021,5,-37.669,144.841,-35.3069,149.195,74.17218543046357
Melbourne-Gold Coast,Melbourne,Gold Coast,All Airlines,May-21,558,517,41,412,418,105,99,2021,5,-37.669,144.841,-28.1644,153.5051,80.85106382978722
Melbourne-Perth,Melbourne,Perth,All Airlines,May-21,321,282,39,225,215,57,67,2021,5,-37.669,144.841,-31.9403,115.9676,76.24113475177306
Melbourne-Sydney,Melbourne,Sydney,All Airlines,May-21,1873,1589,284,1387,1380,202,209,2021,5,-37.669,144.841,-33.9399,151.1753,86.8470736312146
Perth-Adelaide,Perth,Adelaide,All Airlines,May-21,157,155,2,137,135,18,20,2021,5,-31.9403,115.9676,-34.945,138.5306,87.09677419354838
Perth-Brisbane,Perth,Brisbane,All Airlines,May-21,153,151,2,128,93,23,58,2021,5,-31.9403,115.9676,-27.3842,153.1175,61.58940397350994
Perth-Darwin,Perth,Darwin,All Airlines,May-21,48,48,0,43,39,5,9,2021,5,-31.9403,115.9676,-12.4147,130.8767,81.25
Perth-Melbourne,Perth,Melbourne,All Airlines,May-21,320,282,38,220,208,62,74,2021,5,-31.9403,115.9676,-37.669,144.841,73.75886524822694
Perth-Sydney,Perth,Sydney,All Airlines,May-21,299,293,6,231,226,62,67,2021,5,-31.9403,115.9676,-33.9399,151.1753,77.13310580204778
Sydney-Adelaide,Sydney,Adelaide,All Airlines,May-21,416,407,9,360,366,47,41,2021,5,-33.9399,151.1753,-34.945,138.5306,89.92628992628993
Sydney-Brisbane,Sydney,Brisbane,All Airlines,May-21,966,923,43,800,807,123,116,2021,5,-33.9399,151.1753,-27.3842,153.1175,87.43228602383532
Sydney-Cairns,Sydney,Cairns,All Airlines,May-21,183,176,7,140,150,36,26,2021,5,-33.9399,151.1753,-16.8858,145.7553,85.22727272727273
Sydney-Canberra,Sydney,Canberra,All Airlines,May-21,499,465,34,365,350,100,115,2021,5,-33.9399,151.1753,-35.3069,149.195,75.26881720430107
Sydney-Gold Coast,Sydney,Gold Coast,All Airlines,May-21,649,618,31,533,539,85,79,2021,5,-33.9399,151.1753,-28.1644,153.5051,87.2168284789644
Sydney-Melbourne,Sydney,Melbourne,All Airlines,May-21,1862,1585,277,1349,1403,236,182,2021,5,-33.9399,151.1753,-37.669,144.841,88.5173501577287
Sydney-Perth,Sydney,Perth,All Airlines,May-21,302,298,4,229,231,69,67,2021,5,-33.9399,151.1753,-31.9403,115.9676,77.51677852348993
Adelaide-Brisbane,Adelaide,Brisbane,Jetstar,Jun-21,27,25,2,19,18,6,7,2021,6,-34.945,138.5306,-27.3842,153.1175,72.0
Adelaide-Gold Coast,Adelaide,Gold Coast,Jetstar,Jun-21,26,26,0,22,23,4,3,2021,6,-34.945,138.5306,-28.1644,153.5051,88.46153846153845
Adelaide-Melbourne,Adelaide,Melbourne,Jetstar,Jun-21,103,27,76,27,27,0,0,2021,6,-34.945,138.5306,-37.669,144.841,100.0
Adelaide-Perth,Adelaide,Perth,Jetstar,Jun-21,27,25,2,24,21,1,4,2021,6,-34.945,138.5306,-31.9403,115.9676,84.0
Adelaide-Sydney,Adelaide,Sydney,Jetstar,Jun-21,105,74,31,68,69,6,5,2021,6,-34.945,138.5306,-33.9399,151.1753,93.24324324324324
Brisbane-Adelaide,Brisbane,Adelaide,Jetstar,Jun-21,27,25,2,16,19,9,6,2021,6,-27.3842,153.1175,-34.945,138.5306,76.0
Brisbane-Cairns,Brisbane,Cairns,Jetstar,Jun-21,85,85,0,65,58,20,27,2021,6,-27.3842,153.1175,-16.8858,145.7553,68.23529411764706
Brisbane-Darwin,Brisbane,Darwin,Jetstar,Jun-21,19,18,1,17,9,1,9,2021,6,-27.3842,153.1175,-12.4147,130.8767,50.0
Brisbane-Melbourne,Brisbane,Melbourne,Jetstar,Jun-21,183,56,127,45,50,11,6,2021,6,-27.3842,153.1175,-37.669,144.841,89.28571428571429
Brisbane-Sydney,Brisbane,Sydney,Jetstar,Jun-21,176,126,50,102,111,24,15,2021,6,-27.3842,153.1175,-33.9399,151.1753,88.09523809523809
Cairns-Brisbane,Cairns,Brisbane,Jetstar,Jun-21,85,85,0,61,69,24,16,2021,6,-16.8858,145.7553,-27.3842,153.1175,81.17647058823529
Cairns-Melbourne,Cairns,Melbourne,Jetstar,Jun-21,122,52,70,43,46,9,6,2021,6,-16.8858,145.7553,-37.669,144.841,88.46153846153845
Cairns-Sydney,Cairns,Sydney,Jetstar,Jun-21,87,70,17,48,59,22,11,2021,6,-16.8858,145.7553,-33.9399,151.1753,84.28571428571429
Darwin-Brisbane,Darwin,Brisbane,Jetstar,Jun-21,18,18,0,5,7,13,11,2021,6,-12.4147,130.8767,-27.3842,153.1175,38.88888888888889
Darwin-Melbourne,Darwin,Melbourne,Jetstar,Jun-21,24,15,9,8,9,7,6,2021,6,-12.4147,130.8767,-37.669,144.841,60.0
Gold Coast-Adelaide,Gold Coast,Adelaide,Jetstar,Jun-21,26,26,0,21,22,5,4,2021,6,-28.1644,153.5051,-34.945,138.5306,84.61538461538461
Gold Coast-Melbourne,Gold Coast,Melbourne,Jetstar,Jun-21,181,68,113,60,60,8,8,2021,6,-28.1644,153.5051,-37.669,144.841,88.23529411764706
Gold Coast-Sydney,Gold Coast,Sydney,Jetstar,Jun-21,237,172,65,155,152,17,20,2021,6,-28.1644,153.5051,-33.9399,151.1753,88.37209302325581
Melbourne-Adelaide,Melbourne,Adelaide,Jetstar,Jun-21,103,28,75,26,28,2,0,2021,6,-37.669,144.841,-34.945,138.5306,100.0
Melbourne-Brisbane,Melbourne,Brisbane,Jetstar,Jun-21,183,56,127,43,44,13,12,2021,6,-37.669,144.841,-27.3842,153.1175,78.57142857142857
Melbourne-Cairns,Melbourne,Cairns,Jetstar,Jun-21,122,52,70,38,40,14,12,2021,6,-37.669,144.841,-16.8858,145.7553,76.92307692307693
Melbourne-Darwin,Melbourne,Darwin,Jetstar,Jun-21,24,16,8,14,11,2,5,2021,6,-37.669,144.841,-12.4147,130.8767,68.75
Melbourne-Gold Coast,Melbourne,Gold Coast,Jetstar,Jun-21,181,68,113,56,57,12,11,2021,6,-37.669,144.841,-28.1644,153.5051,83.82352941176471
Melbourne-Perth,Melbourne,Perth,Jetstar,Jun-21,73,0,73,0,0,0,0,2021,6,-37.669,144.841,-31.9403,115.9676,
Melbourne-Sydney,Melbourne,Sydney,Jetstar,Jun-21,300,61,239,50,54,11,7,2021,6,-37.669,144.841,-33.9399,151.1753,88.52459016393442
Perth-Adelaide,Perth,Adelaide,Jetstar,Jun-21,26,24,2,18,20,6,4,2021,6,-31.9403,115.9676,-34.945,138.5306,83.33333333333334
Perth-Melbourne,Perth,Melbourne,Jetstar,Jun-21,74,0,74,0,0,0,0,2021,6,-31.9403,115.9676,-37.669,144.841,
Perth-Sydney,Perth,Sydney,Jetstar,Jun-21,50,32,18,18,23,14,9,2021,6,-31.9403,115.9676,-33.9399,151.1753,71.875
Sydney-Adelaide,Sydney,Adelaide,Jetstar,Jun-21,105,74,31,65,66,9,8,2021,6,-33.9399,151.1753,-34.945,138.5306,89.1891891891892
Sydney-Brisbane,Sydney,Brisbane,Jetstar,Jun-21,177,127,50,107,109,20,18,2021,6,-33.9399,151.1753,-27.3842,153.1175,85.8267716535433
Sydney-Cairns,Sydney,Cairns,Jetstar,Jun-21,87,71,16,62,59,9,12,2021,6,-33.9399,151.1753,-16.8858,145.7553,83.09859154929578
Sydney-Gold Coast,Sydney,Gold Coast,Jetstar,Jun-21,237,172,65,156,156,16,16,2021,6,-33.9399,151.1753,-28.1644,153.5051,90.69767441860465
Sydney-Melbourne,Sydney,Melbourne,Jetstar,Jun-21,300,62,238,49,56,13,6,2021,6,-33.9399,151.1753,-37.669,144.841,90.32258064516128
Sydney-Perth,Sydney,Perth,Jetstar,Jun-21,48,32,16,27,29,5,3,2021,6,-33.9399,151.1753,-31.9403,115.9676,90.625
Adelaide-Brisbane,Adelaide,Brisbane,Qantas,Jun-21,95,95,0,80,84,15,11,2021,6,-34.945,138.5306,-27.3842,153.1175,88.42105263157895
Adelaide-Canberra,Adelaide,Canberra,Qantas,Jun-21,38,37,1,34,34,3,3,2021,6,-34.945,138.5306,-35.3069,149.195,91.8918918918919
Adelaide-Melbourne,Adelaide,Melbourne,Qantas,Jun-21,191,66,125,60,62,6,4,2021,6,-34.945,138.5306,-37.669,144.841,93.93939393939394
Adelaide-Perth,Adelaide,Perth,Qantas,Jun-21,86,86,0,75,82,11,4,2021,6,-34.945,138.5306,-31.9403,115.9676,95.34883720930233
Adelaide-Sydney,Adelaide,Sydney,Qantas,Jun-21,201,168,33,150,136,18,32,2021,6,-34.945,138.5306,-33.9399,151.1753,80.95238095238095
Brisbane-Adelaide,Brisbane,Adelaide,Qantas,Jun-21,95,95,0,82,78,13,17,2021,6,-27.3842,153.1175,-34.945,138.5306,82.10526315789474
Brisbane-Cairns,Brisbane,Cairns,Qantas,Jun-21,140,140,0,125,97,15,43,2021,6,-27.3842,153.1175,-16.8858,145.7553,69.28571428571428
Brisbane-Canberra,Brisbane,Canberra,Qantas,Jun-21,62,62,0,57,60,5,2,2021,6,-27.3842,153.1175,-35.3069,149.195,96.7741935483871
Brisbane-Darwin,Brisbane,Darwin,Qantas,Jun-21,43,43,0,38,20,5,23,2021,6,-27.3842,153.1175,-12.4147,130.8767,46.51162790697674
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,Jun-21,287,123,164,113,122,10,1,2021,6,-27.3842,153.1175,-37.669,144.841,99.1869918699187
Brisbane-Perth,Brisbane,Perth,Qantas,Jun-21,123,121,2,111,109,10,12,2021,6,-27.3842,153.1175,-31.9403,115.9676,90.08264462809917
Brisbane-Sydney,Brisbane,Sydney,Qantas,Jun-21,530,441,89,407,418,34,23,2021,6,-27.3842,153.1175,-33.9399,151.1753,94.7845804988662
Cairns-Brisbane,Cairns,Brisbane,Qantas,Jun-21,140,140,0,103,101,37,39,2021,6,-16.8858,145.7553,-27.3842,153.1175,72.14285714285714
Cairns-Melbourne,Cairns,Melbourne,Qantas,Jun-21,67,51,16,48,49,3,2,2021,6,-16.8858,145.7553,-37.669,144.841,96.07843137254902
Cairns-Sydney,Cairns,Sydney,Qantas,Jun-21,68,63,5,58,54,5,9,2021,6,-16.8858,145.7553,-33.9399,151.1753,85.71428571428571
Canberra-Adelaide,Canberra,Adelaide,Qantas,Jun-21,38,37,1,34,34,3,3,2021,6,-35.3069,149.195,-34.945,138.5306,91.8918918918919
Canberra-Brisbane,Canberra,Brisbane,Qantas,Jun-21,62,62,0,57,55,5,7,2021,6,-35.3069,149.195,-27.3842,153.1175,88.70967741935483
Canberra-Melbourne,Canberra,Melbourne,Qantas,Jun-21,29,4,25,2,3,2,1,2021,6,-35.3069,149.195,-37.669,144.841,75.0
Canberra-Sydney,Canberra,Sydney,Qantas,Jun-21,17,11,6,11,11,0,0,2021,6,-35.3069,149.195,-33.9399,151.1753,100.0
Darwin-Brisbane,Darwin,Brisbane,Qantas,Jun-21,40,40,0,14,15,26,25,2021,6,-12.4147,130.8767,-27.3842,153.1175,37.5
Darwin-Melbourne,Darwin,Melbourne,Qantas,Jun-21,56,42,14,27,31,15,11,2021,6,-12.4147,130.8767,-37.669,144.841,73.80952380952381
Darwin-Perth,Darwin,Perth,Qantas,Jun-21,36,35,1,23,13,12,22,2021,6,-12.4147,130.8767,-31.9403,115.9676,37.142857142857146
Gold Coast-Melbourne,Gold Coast,Melbourne,Qantas,Jun-21,52,33,19,29,30,4,3,2021,6,-28.1644,153.5051,-37.669,144.841,90.9090909090909
Gold Coast-Sydney,Gold Coast,Sydney,Qantas,Jun-21,90,83,7,67,69,16,14,2021,6,-28.1644,153.5051,-33.9399,151.1753,83.13253012048193
Melbourne-Adelaide,Melbourne,Adelaide,Qantas,Jun-21,193,66,127,62,62,4,4,2021,6,-37.669,144.841,-34.945,138.5306,93.93939393939394
Melbourne-Brisbane,Melbourne,Brisbane,Qantas,Jun-21,285,123,162,119,119,4,4,2021,6,-37.669,144.841,-27.3842,153.1175,96.7479674796748
Melbourne-Cairns,Melbourne,Cairns,Qantas,Jun-21,69,51,18,47,44,4,7,2021,6,-37.669,144.841,-16.8858,145.7553,86.27450980392157
Melbourne-Canberra,Melbourne,Canberra,Qantas,Jun-21,29,4,25,3,4,1,0,2021,6,-37.669,144.841,-35.3069,149.195,100.0
Melbourne-Darwin,Melbourne,Darwin,Qantas,Jun-21,59,42,17,38,37,4,5,2021,6,-37.669,144.841,-12.4147,130.8767,88.09523809523809
Melbourne-Gold Coast,Melbourne,Gold Coast,Qantas,Jun-21,55,34,21,34,31,0,3,2021,6,-37.669,144.841,-28.1644,153.5051,91.17647058823529
Melbourne-Perth,Melbourne,Perth,Qantas,Jun-21,118,46,72,42,43,4,3,2021,6,-37.669,144.841,-31.9403,115.9676,93.47826086956522
Melbourne-Sydney,Melbourne,Sydney,Qantas,Jun-21,678,184,494,174,174,10,10,2021,6,-37.669,144.841,-33.9399,151.1753,94.56521739130434
Perth-Adelaide,Perth,Adelaide,Qantas,Jun-21,86,86,0,83,75,3,11,2021,6,-31.9403,115.9676,-34.945,138.5306,87.20930232558139
Perth-Brisbane,Perth,Brisbane,Qantas,Jun-21,124,122,2,102,90,20,32,2021,6,-31.9403,115.9676,-27.3842,153.1175,73.77049180327869
Perth-Darwin,Perth,Darwin,Qantas,Jun-21,36,35,1,30,29,5,6,2021,6,-31.9403,115.9676,-12.4147,130.8767,82.85714285714286
Perth-Melbourne,Perth,Melbourne,Qantas,Jun-21,119,48,71,38,35,10,13,2021,6,-31.9403,115.9676,-37.669,144.841,72.91666666666666
Perth-Sydney,Perth,Sydney,Qantas,Jun-21,147,128,19,101,101,27,27,2021,6,-31.9403,115.9676,-33.9399,151.1753,78.90625
Sydney-Adelaide,Sydney,Adelaide,Qantas,Jun-21,201,166,35,152,146,14,20,2021,6,-33.9399,151.1753,-34.945,138.5306,87.95180722891565
Sydney-Brisbane,Sydney,Brisbane,Qantas,Jun-21,538,444,94,426,409,18,35,2021,6,-33.9399,151.1753,-27.3842,153.1175,92.11711711711712
Sydney-Cairns,Sydney,Cairns,Qantas,Jun-21,67,63,4,58,52,5,11,2021,6,-33.9399,151.1753,-16.8858,145.7553,82.53968253968253
Sydney-Canberra,Sydney,Canberra,Qantas,Jun-21,17,11,6,11,11,0,0,2021,6,-33.9399,151.1753,-35.3069,149.195,100.0
Sydney-Gold Coast,Sydney,Gold Coast,Qantas,Jun-21,90,83,7,74,75,9,8,2021,6,-33.9399,151.1753,-28.1644,153.5051,90.36144578313254
Sydney-Melbourne,Sydney,Melbourne,Qantas,Jun-21,675,181,494,167,174,14,7,2021,6,-33.9399,151.1753,-37.669,144.841,96.13259668508287
Sydney-Perth,Sydney,Perth,Qantas,Jun-21,146,127,19,103,109,24,18,2021,6,-33.9399,151.1753,-31.9403,115.9676,85.8267716535433
Adelaide-Gold Coast,Adelaide,Gold Coast,QantasLink,Jun-21,6,6,0,6,6,0,0,2021,6,-34.945,138.5306,-28.1644,153.5051,100.0
Brisbane-Cairns,Brisbane,Cairns,QantasLink,Jun-21,6,6,0,4,5,2,1,2021,6,-27.3842,153.1175,-16.8858,145.7553,83.33333333333334
Brisbane-Canberra,Brisbane,Canberra,QantasLink,Jun-21,114,110,4,93,95,17,15,2021,6,-27.3842,153.1175,-35.3069,149.195,86.36363636363636
Cairns-Brisbane,Cairns,Brisbane,QantasLink,Jun-21,6,6,0,4,4,2,2,2021,6,-16.8858,145.7553,-27.3842,153.1175,66.66666666666666
Canberra-Brisbane,Canberra,Brisbane,QantasLink,Jun-21,113,110,3,97,94,13,16,2021,6,-35.3069,149.195,-27.3842,153.1175,85.45454545454545
Canberra-Melbourne,Canberra,Melbourne,QantasLink,Jun-21,187,102,85,90,93,12,9,2021,6,-35.3069,149.195,-37.669,144.841,91.17647058823529
Canberra-Sydney,Canberra,Sydney,QantasLink,Jun-21,309,247,62,202,205,45,42,2021,6,-35.3069,149.195,-33.9399,151.1753,82.99595141700405
Gold Coast-Adelaide,Gold Coast,Adelaide,QantasLink,Jun-21,6,6,0,6,6,0,0,2021,6,-28.1644,153.5051,-34.945,138.5306,100.0
Melbourne-Canberra,Melbourne,Canberra,QantasLink,Jun-21,187,103,84,91,94,12,9,2021,6,-37.669,144.841,-35.3069,149.195,91.2621359223301
Sydney-Canberra,Sydney,Canberra,QantasLink,Jun-21,310,249,61,204,200,45,49,2021,6,-33.9399,151.1753,-35.3069,149.195,80.32128514056225
Adelaide-Melbourne,Adelaide,Melbourne,Regional Express,Jun-21,50,17,33,17,17,0,0,2021,6,-34.945,138.5306,-37.669,144.841,100.0
Canberra-Sydney,Canberra,Sydney,Regional Express,Jun-21,179,156,23,129,123,27,33,2021,6,-35.3069,149.195,-33.9399,151.1753,78.84615384615384
Gold Coast-Melbourne,Gold Coast,Melbourne,Regional Express,Jun-21,58,34,24,32,29,2,5,2021,6,-28.1644,153.5051,-37.669,144.841,85.29411764705883
Gold Coast-Sydney,Gold Coast,Sydney,Regional Express,Jun-21,61,50,11,46,48,4,2,2021,6,-28.1644,153.5051,-33.9399,151.1753,96.0
Melbourne-Adelaide,Melbourne,Adelaide,Regional Express,Jun-21,53,17,36,16,17,1,0,2021,6,-37.669,144.841,-34.945,138.5306,100.0
Melbourne-Gold Coast,Melbourne,Gold Coast,Regional Express,Jun-21,58,34,24,32,31,2,3,2021,6,-37.669,144.841,-28.1644,153.5051,91.17647058823529
Melbourne-Sydney,Melbourne,Sydney,Regional Express,Jun-21,148,54,94,52,52,2,2,2021,6,-37.669,144.841,-33.9399,151.1753,96.29629629629629
Sydney-Canberra,Sydney,Canberra,Regional Express,Jun-21,179,156,23,127,118,29,38,2021,6,-33.9399,151.1753,-35.3069,149.195,75.64102564102564
Sydney-Gold Coast,Sydney,Gold Coast,Regional Express,Jun-21,61,50,11,45,44,5,6,2021,6,-33.9399,151.1753,-28.1644,153.5051,88.0
Sydney-Melbourne,Sydney,Melbourne,Regional Express,Jun-21,147,54,93,51,52,3,2,2021,6,-33.9399,151.1753,-37.669,144.841,96.29629629629629
Adelaide-Brisbane,Adelaide,Brisbane,Virgin Australia,Jun-21,108,104,4,91,90,13,14,2021,6,-34.945,138.5306,-27.3842,153.1175,86.53846153846155
Adelaide-Canberra,Adelaide,Canberra,Virgin Australia,Jun-21,25,25,0,21,21,4,4,2021,6,-34.945,138.5306,-35.3069,149.195,84.0
Adelaide-Gold Coast,Adelaide,Gold Coast,Virgin Australia,Jun-21,33,32,1,29,29,3,3,2021,6,-34.945,138.5306,-28.1644,153.5051,90.625
Adelaide-Melbourne,Adelaide,Melbourne,Virgin Australia,Jun-21,194,52,142,39,43,13,9,2021,6,-34.945,138.5306,-37.669,144.841,82.6923076923077
Adelaide-Perth,Adelaide,Perth,Virgin Australia,Jun-21,42,41,1,36,38,5,3,2021,6,-34.945,138.5306,-31.9403,115.9676,92.6829268292683
Adelaide-Sydney,Adelaide,Sydney,Virgin Australia,Jun-21,127,102,25,89,86,13,16,2021,6,-34.945,138.5306,-33.9399,151.1753,84.31372549019608
Brisbane-Adelaide,Brisbane,Adelaide,Virgin Australia,Jun-21,108,103,5,85,95,18,8,2021,6,-27.3842,153.1175,-34.945,138.5306,92.23300970873787
Brisbane-Cairns,Brisbane,Cairns,Virgin Australia,Jun-21,136,136,0,104,102,32,34,2021,6,-27.3842,153.1175,-16.8858,145.7553,75.0
Brisbane-Canberra,Brisbane,Canberra,Virgin Australia,Jun-21,78,76,2,62,68,14,8,2021,6,-27.3842,153.1175,-35.3069,149.195,89.47368421052632
Brisbane-Darwin,Brisbane,Darwin,Virgin Australia,Jun-21,35,35,0,30,25,5,10,2021,6,-27.3842,153.1175,-12.4147,130.8767,71.42857142857143
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,Jun-21,260,103,157,81,84,22,19,2021,6,-27.3842,153.1175,-37.669,144.841,81.55339805825243
Brisbane-Perth,Brisbane,Perth,Virgin Australia,Jun-21,72,70,2,49,67,21,3,2021,6,-27.3842,153.1175,-31.9403,115.9676,95.71428571428572
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,Jun-21,359,284,75,241,252,43,32,2021,6,-27.3842,153.1175,-33.9399,151.1753,88.73239436619718
Cairns-Brisbane,Cairns,Brisbane,Virgin Australia,Jun-21,137,136,1,108,122,28,14,2021,6,-16.8858,145.7553,-27.3842,153.1175,89.70588235294117
Cairns-Melbourne,Cairns,Melbourne,Virgin Australia,Jun-21,37,26,11,23,24,3,2,2021,6,-16.8858,145.7553,-37.669,144.841,92.3076923076923
